100896	111
100897	111
100898	111
100899	111
100900	111
100901	111
100902	111
100903	111
100904	111
100905	111
100906	111
100907	111
100908	111
100909	111
100910	111
100911	111
100912	111
100913	111
100914	111
100915	111
100916	111
100917	111
100918	111
100919	111
100920	111
100921	111
100922	111
100923	111
100924	111
100925	111
100926	111
100927	111
100928	111
100929	111
100930	111
100931	111
100932	111
100933	111
100934	111
100935	111
100936	111
100937	111
100938	111
100939	111
100940	111
100941	111
100942	111
100943	111
100944	111
100945	111
100946	111
100947	111
100948	111
100949	111
100950	111
100951	111
100952	111
100953	111
100954	111
100955	111
100956	111
100957	111
100958	111
100959	111
100960	111
100961	111
100962	111
100963	111
100964	111
100965	111
100966	111
100967	111
100968	111
100969	111
100970	111
100971	111
100972	111
100973	111
100974	111
100975	111
100976	111
100977	111
100978	111
100979	111
100980	111
100981	111
100982	111
100983	111
100984	111
100985	111
100986	111
100987	111
100988	111
100989	111
100990	111
100991	111
100992	111
100993	111
100994	111
100995	111
100996	111
100997	111
100998	111
100999	111
101000	111
101001	111
101002	111
